# word	phonemes	register
প্রেসনার	p r e sh o n a r	unknown
প্রেসনোট	p r e sh n O T	unknown
প্রেসনোটে	p r e sh n O T e	unknown
প্রেসনোটের	p r e sh n O T e r	unknown
প্রেসবক্স	p r e sh b o k sh	unknown
প্রেসবক্সে	p r e sh b o k sh e	unknown
প্রেসবক্সেও	p r e sh b o k sh e O	unknown
প্রেসবক্সের	p r e sh b o k sh e r	unknown
প্রেসবিজ্ঞপ্তিতে	p r e sh b i g g O p t i t e	unknown
প্রেসম্যান	p r e sh m A n	unknown
প্রেসসচিব	p r e sh sh O ch i b	unknown
প্রেসার	p r e sh a r	unknown
প্রেসিং	p r e sh i ng	unknown
প্রেসিডিয়াম	p r e sh i D i a m	unknown
প্রেসিডেনশিয়াল	p r e sh i D e n sh i y a l	unknown
প্রেসিডেন্ট	p r e sh i D e n T	unknown
প্রেসিডেন্টই	p r e sh i D e n T i	unknown
প্রেসিডেন্টও	p r e sh i D e n T O	unknown
প্রেসিডেন্টকে	p r e sh i D e n T k e	unknown
প্রেসিডেন্টদের	p r e sh i D e n T d e r	unknown
প্রেসিডেন্টবিরোধি	p r e sh i D e n T b i r O dh i	unknown
প্রেসিডেন্টরা	p r e sh i D e n T r a	unknown
প্রেসিডেন্টশিয়াল	p r e sh i D e n T sh i y a l	unknown
প্রেসিডেন্টস	p r e sh i D e n T sh	unknown
প্রেসিডেন্টসহ	p r e sh i D e n T sh o h o	unknown
প্রেসিডেন্টের	p r e sh i D e n T e r	unknown
প্রেসিডেন্সি	p r e sh i D e n sh i	unknown
প্রেসিডেন্সির	p r e sh i D e n sh i r	unknown
প্রেসিডেন্সিয়াল	p r e sh i D e n sh i y a l	unknown
প্রেসে	p r e sh e	unknown
প্রেসের	p r e sh e r	unknown
প্রেস্টন	p r e sh T O n	unknown
প্রেস্টিজ	p r e sh T i j	unknown
প্রেস্টিজিও	p r e sh T i j i O	unknown
প্রেয়	p r e y O	unknown
প্রেয়সি	p r e y O sh i	unknown
প্লে	p l e	unknown
প্লেইং	p l e i ng	unknown
প্লেইন	p l e i n	unknown
প্লেইনস	p l e i n sh	unknown
প্লেইন্স	p l e i n sh	unknown
প্লেগ	p l e g	unknown
প্লেজ	p l e j	unknown
প্লেজার	p l e j a r	unknown
প্লেট	p l e T	unknown
প্লেটকে	p l e T k e	unknown
প্লেটগুলো	p l e T g u l O	unknown
প্লেটটি	p l e T T i	unknown
প্লেটা	p l e T a	unknown
প্লেটে	p l e T e	unknown
প্লেটেড	p l e T e D	unknown
প্লেটের	p l e T e r	unknown
প্লেটেলেট	p l e T e l e T	unknown
প্লেটো	p l e T O	unknown
প্লেটোর	p l e T O r	unknown
প্লেড	p l e D	unknown
প্লেতে	p l e t e	unknown
প্লেতেও	p l e t e O	unknown
প্লেন	p l e n	unknown
প্লেনটি	p l e n T i	unknown
প্লেনটির	p l e n T i r	unknown
প্লেনারি	p l e n a r i	unknown
প্লেনে	p l e n e	unknown
প্লেনের	p l e n e r	unknown
প্লেবুকের	p l e b u k e r	unknown
প্লেব্যাক	p l e b A k	unknown
প্লেব্যাকে	p l e b A k e	unknown
প্লেব্যাকের	p l e b A k e r	unknown
প্লেবয়	p l e b o y	unknown
প্লেবয়ের	p l e b o y e r	unknown
প্লেমেকার	p l e m e k a r	unknown
প্লের	p l e r	unknown
প্লেস	p l e sh	unknown
প্লেসমেন্ট	p l e sh m e n T	unknown
প্লেসমেন্টে	p l e sh m e n T e	unknown
প্লেসমেন্টের	p l e sh m e n T e r	unknown
প্লেসি	p l e sh i	unknown
প্লেসিং	p l e sh i ng	unknown
প্লেসিংয়ে	p l e sh i ng y e	unknown
প্লেসিকে	p l e sh i k e	unknown
প্লেসির	p l e sh i r	unknown
প্লেসিস	p l e sh i sh	unknown
প্লেসিসকে	p l e sh i sh k e	unknown
প্লেসিসের	p l e sh i sh e r	unknown
প্লেসে	p l e sh e	unknown
প্লেস্টেশন	p l e sh T e sh O n	unknown
প্লেস্টেশনের	p l e sh T e sh o n e r	unknown
প্লেস্টোর	p l e sh T O r	unknown
প্লেয়ার	p l e a r	unknown
প্লেয়ারদের	p l e y a r d e r	unknown
প্লেয়াররা	p l e y a r r a	unknown
প্লেয়ারে	p l e y a r e	unknown
প্লেয়ারের	p l e y a r e r	unknown
প্লেয়ার্স	p l e y a r sh	unknown
প্লেয়িং	p l e y i ng	unknown
ফে	ph e	unknown
ফেকো	ph e k O	unknown
ফেদে	ph e d e	unknown
ফেদেছিল	ph e d e chh i l o	unknown
ফেদেছিলেন	ph e d e chh i l e n	unknown
ফেদেছে	ph e d e chh e	unknown
ফেদেছেন	ph e d e chh e n	unknown
ফেপে	ph e p e	unknown
ফেসে	ph e sh e	unknown
ফেড়ে	ph e r e	unknown
ফেং	ph e ng	unknown
ফেইক	ph e i k	unknown
ফেইটের	ph e i T e r	unknown
ফেইথ	ph e i th	unknown
ফেইথফুল	ph e i th ph u l	unknown
ফেইল	ph e i l	unknown
ফেইলর	ph e i l o r	unknown
ফেইলিওর	ph e i l i O r	unknown
ফেইলুর	ph e i l u r	unknown
ফেইলুরের	ph e i l u r e r	unknown
ফেইস	ph e i sh	unknown
ফেইসবুক	ph e i sh b u k	unknown
ফেইসবুকসহ	ph e i sh b u k sh o h O	unknown
ফেইসবুকে	ph e i sh b u k e	unknown
ফেইসবুকের	ph e i sh b u k e r	unknown
ফেউ	ph e u	unknown
ফেউয়ের	ph e u y e r	unknown
ফেক	ph e k	unknown
ফেচাং	ph A ch a ng	unknown
ফেছক	ph e chh k	unknown
ফেজ	ph e j	unknown
ফেঞ্চুগঞ্জ	ph e n ch u g o n j	unknown
ফেঞ্চুগঞ্জে	ph e n ch u g o n j e	unknown
ফেঞ্চুগঞ্জের	ph e n ch u g o n j e r	unknown
ফেট	ph e T	unknown
ফেটা	ph e T a	unknown
ফেটানো	ph e T a n O	unknown
ফেটি	ph e T i	unknown
ফেটিয়ে	ph e T i y e	unknown
ফেটে	ph e T e	unknown
ফেটেছে	ph e T e chh e	unknown
ফেড	ph e D	unknown
ফেডএক্স	ph e D e k sh	unknown
ফেডারেল	ph e D a r e l	unknown
ফেডারেশন	ph e D a r e sh O n	unknown
ফেডারেশনও	ph e D a r e sh o n O	unknown
ফেডারেশনকে	ph e D a r e sh O n k e	unknown
ফেডারেশনসহ	ph e D a r e sh o n sh o h o	unknown
ফেডারেশনে	ph e D a r e sh o n e	unknown
ফেডারেশনের	ph A D a r e sh O n e r	unknown
ফেতনা	ph e t n a	unknown
ফেতুরি	ph e t u r i	unknown
ফেদারস্টোন	ph e d a r sh T O n	unknown
ফেদারস্টোনের	ph e d a r sh T O n e r	unknown
ফেদারার	ph e d a r a r	unknown
ফেদারারকে	ph e d a r a r k e	unknown
ফেদেরার	ph e d e r a r	unknown
ফেদেরারও	ph e d e r a r O	unknown
ফেদেরারকে	ph e d e r a r k e	unknown
ফেদেরারের	ph e d e r a r e r	unknown
ফেদেরিকো	ph e d e r i k O	unknown
ফেন	ph A n	unknown
ফেনক	ph e n o k	unknown
ফেনসিডিল	ph e n sh i D i l	unknown
ফেনসিডিলসহ	ph e n sh i D i l sh o h O	unknown
ফেনসিডিলে	ph e n sh i D i l e	unknown
ফেনসিডিলের	ph e n sh i D i l e r	unknown
ফেনা	ph A n a	unknown
ফেনার	ph A n a r	unknown
ফেনি	ph e n i	unknown
ফেনিকা	ph e n i k a	unknown
ফেনিতে	ph e n i t e	unknown
ফেনির	ph e n i r	unknown
ফেনিল	ph e n i l	unknown
ফেনিয়ে	ph e n i y e	unknown
ফেনি–বাতাসা	ph e n i b a r a sh a	unknown
ফেন্সি	ph e n sh i	unknown
ফেন্সিডিল	ph e n sh i D i l	unknown
ফেন্সিডিলসহ	ph e n sh i D i l sh o h O	unknown
ফেন্সির	ph e n sh i r	unknown
ফেবারিট	ph e b a r i T	unknown
ফেবারিটই	ph e b a r i T i	unknown
ফেবারিটদের	ph e b a r i T d e r	unknown
ফেবারিটরা	ph e b a r i T r a	unknown
ফেবারিটের	ph e b a r i T e r	unknown
ফেবিয়াসের	ph e b i y a sh e r	unknown
ফেব্রিক	ph e b r i k	unknown
ফেব্রিকস	ph e b r i k sh	unknown
ফেব্রিকসের	ph e b r i k sh e r	unknown
ফেব্রিকের	ph e b r i k e r	unknown
ফেব্রিক্স	ph e b r i k sh	unknown
ফেব্রিক্সে	ph e b r i k sh e	unknown
ফেব্রিক্সের	ph e b r i k sh e r	unknown
ফেব্রিগাসকে	ph e b r i g a sh k e	unknown
ফেব্রিগাসের	ph e b r i g a sh e r	unknown
ফেব্রু	ph e b r u	unknown
ফেব্রুয়ারি	ph e b r u a r i | ph e b r u y a r i	unknown
ফেব্রুয়ারিও	ph e b r u y a r i O	unknown
ফেব্রুয়ারিকে	ph e b r u y a r i k e	unknown
ফেব্রুয়ারিতে	ph e b r u y a r i t e	unknown
ফেব্রুয়ারিতেই	ph e b r u y a r i t e i	unknown
ফেব্রুয়ারিতেও	ph e b r u y a r i t e O	unknown
ফেব্রুয়ারির	ph e b r u y a r i r	unknown
ফেভার	ph e bh a r	unknown
ফেভারিট	ph e bh a r i T	unknown
ফেভারিটের	ph e bh a r i T e r	unknown
ফেম	ph e m	unknown
ফেমাস	ph e m a sh	unknown
ফেমি	ph e m i	unknown
ফেমে	ph e m e	unknown
ফেমের	ph e m e r	unknown
ফের	ph e r	unknown
ফেরত	ph e r O t	unknown
ফেরতও	ph e r O t O	unknown
ফেরতজোগ্য	ph e r o t j O g g o	unknown
ফেরতে	ph e r t e	unknown
ফেরতের	ph e r O t e r	unknown
ফেরদাউস	ph e r d a u sh	unknown
ফেরদাউসুর	ph e r d a u sh u r	unknown
ফেরদোউস	ph e r d O u sh	unknown
ফেরদোউসকে	ph e r d O u sh k e	unknown
ফেরদোউসি	ph e r d O u sh i	unknown
ফেরদোউসির	ph e r d O u sh i r	unknown
ফেরদোউসের	ph e r d O u sh e r	unknown
ফেরদোউসও	ph e r d O u sh O	unknown
ফেরা	ph e r a	unknown
ফেরাই	ph e r a i	unknown
ফেরাউন	ph e r a u n	unknown
ফেরাউনের	ph e r a u n e r	unknown
ফেরাও	ph e r a O	unknown
ফেরাটা	ph e r a T a	unknown
ফেরাটাও	ph e r a T a O	unknown
ফেরাতে	ph e r a t e	unknown
ফেরাতেই	ph e r a t e i	unknown
ফেরাদের	ph e r a d e r	unknown
ফেরান	ph e r a n	unknown
ফেরানো	ph e r a n O	unknown
ফেরানোতে	ph e r a n O t e	unknown
ফেরানোর	ph e r a n O r	unknown
ফেরাবে	ph e r a b e	unknown
ফেরাবেন	ph e r a b e n	unknown
ফেরার	ph e r a r	unknown
ফেরারকে	ph e r a r k e	unknown
ফেরারন	ph e r a r	unknown
ফেরারি	ph e r a r i	unknown
ফেরারির	ph e r a r i r	unknown
ফেরারের	ph e r a r e r	unknown
ফেরাল	ph e r a l o	unknown
ফেরালেও	ph e r a l e O	unknown
ফেরালেন	ph e r a l e n	unknown
ফেরায়	ph e r a y	unknown
ফেরায়নি	ph e r a y n i	unknown
ফেরি	ph e r i	unknown
ফেরিঅলা	ph e r i o l a	unknown
ফেরিওয়ালা	ph e r i O y a l a	unknown
ফেরিওয়ালাদের	ph e r i O y a l a d e r	unknown
ফেরিওয়ালার	ph e r i O y a l a r	unknown
ফেরিওয়ালারা	ph e r i O y a l a r a	unknown
ফেরিগুলো	ph e r i g u l O	unknown
ফেরিগুলোকে	ph e r i g u l O k e	unknown
ফেরিগুলোর	ph e r i g u l O r	unknown
ফেরিঘাট	ph e r i gh a T	unknown
ফেরিঘাটটি	ph e r i gh a T T i	unknown
ফেরিঘাটসহ	ph e r i gh a T sh o h o	unknown
ফেরিঘাটে	ph e r i gh a T e	unknown
ফেরিঘাটের	ph e r i gh a T e r	unknown
ফেরিটি	ph e r i T i	unknown
ফেরিটিতে	ph e r i T i t e	unknown
ফেরিটির	ph e r i T i r	unknown
ফেরিতে	ph e r i t e	unknown
ফেরিপথে	ph e r i p o th e	unknown
ফেরিবোট	ph e r i b O T	unknown
ফেরির	ph e r i r	unknown
ফেরিসহ	ph e r i sh o h O	unknown
ফেরিস্বল্পতার	ph e r i sh o l p o t a r	unknown
ফেরু	ph e r u	unknown
ফেরুয়ারি	ph e r u y a r i	unknown
ফেরে	ph e r e	unknown
ফেরেন	ph e r e n	unknown
ফেরেননি	ph e r e n n i	unknown
ফেরেনি	ph e r e n i	unknown
ফেরেববাজ	ph e r e b b a j	unknown
ফেরেল	ph e r e l	unknown
ফেরেশতা	ph e r e sh t a	unknown
ফেরেশতাগন	ph e r e sh o t a g o n | ph e r e sh t a g o n	unknown
ফেরেশতাদের	ph e r e sh t a d e r	unknown
ফেরেশতার	ph e r e sh t a r	unknown
ফেরেশতারা	ph e r e sh t a r a	unknown
ফেরেস্তা	ph e r e sh t a	unknown
ফেরো	ph e r O	unknown
ফেরোমন	ph e r O m O n	unknown
ফের্নান্দো	ph e r n a n d O	unknown
ফেরৎ	ph e r O t	unknown
ফেল	ph e l	unknown
ফেলছি	ph e l chh i	unknown
ফেলছিল	ph e l chh i l O	unknown
ফেলছিলেন	ph e l chh i l e n	unknown
ফেলছে	ph e l chh e	unknown
ফেলছেন	ph e l chh e n	unknown
ফেলত	ph e l t O	unknown
ফেলতাম	ph e l t a m	unknown
ফেলতে	ph e l t e	unknown
ফেলতেই	ph e l t e i	unknown
ফেলতেও	ph e l t e O	unknown
ফেলতেন	ph e l t e n	unknown
ফেলতো	ph e l t O	unknown
ফেলনা	ph A l n a	unknown
ফেলব	ph e l b O	unknown
ফেলবে	ph e l b e	unknown
ফেলবেন	ph e l b e n	unknown
ফেলবো	ph e l b O	unknown
ফেলল	ph e l l O	unknown
ফেললাম	ph e l l a m	unknown
ফেললে	ph e l l e	unknown
ফেললেই	ph e l l e i	unknown
ফেললেও	ph e l l e O	unknown
