word	phoneme	tag
পুচ্ছ	p u ch chh O	native
পুজিবাজারসংক্রান্ত	p u j i b a j a r sh o ng kr a nt O	compound
পুজিবাজারসংশ্লিশ্ট	p u j i b a j a r sh o ng sh l i sh T o	compound
পুজ্য	p u j j O	native
পুঞ্জ	p u nj O	tatsama
পুণ্য	p u n n O	tatsama
পুতপবিত্র	p u t o p o b i tr O	native
পুত্র	p u tr O	native
পুনঃতদন্ত	p u n o t o d o nt o	tatsama
পুনঃদরপত্র	p u n o d o r p o tr O	tatsama
পুনঃনবায়নজোগ্য	p u n o n o b a y o n j O g g o	tatsama
পুনর্জন্ম	p u n O r j o n m O	native
পুনর্বাসনকেন্দ্র	p u n o r b a sh o n k e ndr O	compound
পুনর্বাসনসংক্রান্ত	p u n o r b a sh o n sh o ng kr a nt O	compound
পুনর্বিন্যস্ত	p u n o r b i n n o st o	compound
পুনর্ব্যক্ত	p u n O r b A kt O	native
পুনশ্চ	p u n O sh ch O	native
পুন্য	p u n n O	native
পুন্যকর্ম	p u n n O k o r m o	native
পুরকায়স্থ	p u r O k a y O sth O	native
পুরন্ত	p u r o nt O	native
পুরস্কারপ্রাপ্ত	p u r O sh k a r pr a p t O	native
পুরাতত্ত্ব	p u r a t o t t O	tatsama
পুরাধ্যক্ষ	p u r a d dh O kkh O	tatsama
পুরুত্ব	p u r u tt O	tatsama
পুরুশতন্ত্র	p u r u sh t o n t r O	native
পুরুশশুন্য	p u r u sh sh u n n o	native
পুর্ত	p u r t O	native
পুর্ন	p u r n O	native
পুর্নচন্দ্র	p u r n o ch o ndr O	native
পুর্নদইর্ঘ্য	p u r n O d O i r gh O	native
পুর্নদোইর্ঘ্য	p u r n o d O i r gh o	compound
পুর্নবয়স্ক	p u r n o b o y o s k o	loanword
পুর্নাং্গ	p u r n a ng g O	native
পুর্নানন্দ	p u r n a n o nd O	native
পুর্ব	p u r b O	native
পুর্ববৃত্তান্ত	p u r b o b r i tt a nt o	tatsama
পুর্বশর্ত	p u r b O sh O r t O	native
পুর্বাহ্ন	p u r b a n h O	native
পুর্বোক্ত	p u r b O kt O	native
পুলভুক্ত	p u l bh u kt O	native
পুলিন্দ	p u l i nd O	native
পুলিশসদস্য	p u l i sh sh o d o sh sh o	loanword
পুশ্ট	p u sh T O	native
পুশ্টিগুনসম্পন্ন	p u sh T i g u n sh o mp o nn o	compound
পুশ্টিজুক্ত	p u sh T i j u kt O	native
পুশ্টিমানসমৃদ্ধ	p u sh T i m a n sh o m r i d dh o	tatsama
পুশ্টিমানসম্পন্ন	p u sh T i m a n sh o mp o nn o	compound
পুশ্টিসমৃদ্ধ	p u sh T i sh o m ri d dh O	tatsama
পুশ্প	p u sh p O	native
পুশ্পগুচ্ছ	p u sh p O g u ch chh O	native
পুশ্পমাল্য	p u sh p o m a l l o	native
পুশ্পার্ঘ্য	p u sh p a r gh O	native
পুষ্ট	p u shT O	tatsama
পুষ্পগুচ্ছ	p u sh p O g u ch chh O	tatsama
পুষ্পার্ঘ্য	p u sh p a r gh O	tatsama
পুস্ত	p u st O	native
পূণ্য	p u n n O	tatsama
পূর্ব	p u r b O	native
পূর্বশর্ত	p u r b O sh O r t O	native
পূর্বোক্ত	p u r b O kt O	native
পৃক্ত	p ri kt O	tatsama
পৃথগন্ন	p ri th o g o nn O	tatsama
পৃথিবিপৃশ্ঠ	p ri th i b i p r i sh Th o	tatsama
পৃশ্ট	p ri sh T O	tatsama
পৃশ্ঠ	p ri sh Th O	tatsama
পেইন্ট	p e i n T	native
পেটেন্ট	p e T e n T	loanword
পেট্রলপাম্প	p e T r O l p a mp	loanword
পেট্রোলপাম্প	p e T r o l p a mp	loanword
পেনডেন্ট	p e n D e n T	loanword
পেনশনার্স	p e n sh o n a r s	loanword
পেভমেন্ট	p e bh m e n T	native
পেমেন্ট	p e m e n T	native
পেশাদারিত্ব	p e sh a d a r i tt O	tatsama
পেশেন্ট	p e sh e n T	native
পেস্ট	p e s T O	loanword
পোউগন্ড	p ou g o n D o	native
পোউছামাত্র	p O u chh a m a tr O	native
পোউত্র	p O u tr O	native
পোউন্ড্র	p ou n D r O	loanword
পোউরোহিত্য	p O u r O h i t t O	native
পোউর্ব	p O u r b O	native
পোউর্বপর্য	p O u r b a p o r j O	native
পোক্ত	p O kt O	native
পোতাধ্যক্ষ	p O t a d dh O kkh O	tatsama
পোর্ট	p O r T	native
পোর্ট-অ-প্রিন্স	p O r T O p ri n s	loanword
পোর্টারফিল্ড	p O r T a r ph i l D	native
পোলট্রিশিল্প	p O l T r i sh i l p O	loanword
পোলার্ড	p O l a r D	proper_noun
পোলিওমুক্ত	p O l i O m u kt O	native
পোল্যান্ড	p O l A n D	native
পোশাকপন্য	p O sh a k p o n n o	native
পোশাকশিল্প	p O sh a k sh i l p O	native
পোশ্ট	p O sh T	native
পোশ্য	p O sh sh O	native
পোস্ট	p O s T	loanword
পোস্টকার্ড	p O s T k a r D	loanword
পোস্ত	p O st O	native
প্ত	p t o	native
প্যন্ট	p A n T	native
প্যাকার্ড	p A k a r D	loanword
প্যাক্ট	p A k T	native
প্যাচওয়ার্ক	p A ch O y a r k	native
প্যাটার্ন	p A T a r n	native
প্যাটেন্ট	p A T e n T	native
প্যাথলজিস্ট	p A th O l O j i s T	loanword
প্যানেলভুক্ত	p A n e l bh u kt O	native
প্যান্ট	p A n T	loanword
প্যারাডক্স	p A r a D o k s	loanword
প্যারামাউন্ট	p A r a m a u n T	native
প্যারেন্ট	p A r e n T	native
প্র	pr O	native
প্রকর্ষ	pr O k o r sh O	tatsama
প্রকল্প	pr O k O l p O	native
প্রকল্পভুক্ত	pr O k o l p o bh u kt o	native
প্রকল্পসংক্রান্ত	pr O k o l p o sh o ng kr a nt O	compound
প্রকল্পসংলগ্ন	pr O k o l p o sh o ng l o g n o	compound
প্রকল্পসংশ্লিশ্ট	pr O k o l p o sh o ng sh l i sh T o	compound
প্রকান্ড	pr O k a n D O	native
প্রকাশজোগ্য	pr O k a sh o j O g g O	native
প্রকাশনাশিল্প	pr O k a sh o n a sh i l p o	compound
প্রকাশিতব্য	pr O k a sh i t O b b O	native
প্রকাশ্য	pr O k a sh sh O	native
প্রকিউরমেন্ট	pr O k i u r m e n T	loanword
প্রকির্ন	pr O k i r n O	native
প্রকৃতিপ্রদত্ত	pr O k r i t i pr O d o tt o	tatsama
প্রকৃতিবিরুদ্ধ	pr O k r i t i b i r u d dh o	tatsama
প্রকৃশ্ট	pr O k r i sh T O	tatsama
প্রকোশ্ঠ	pr O k O sh Th O	native
প্রক্ষিপ্ত	pr O kkh i p t O	tatsama
প্রগন্ড	pr O g o n D O	native
প্রগল্ভ	pr O g o l bh O	native
প্রচন্ড	pr O ch o n D O	native
প্রচারকেন্দ্র	pr O ch a r k e ndr O	compound
প্রচারজন্ত্র	pr O ch a r j o n t r O	native
প্রচারনাসংক্রান্ত	pr O ch a r o n a sh o ng kr a nt O	compound
প্রচারপত্র	pr O ch a r p o tr O	native
প্রচারিতব্য	pr O ch a r i t o b b O	native
প্রচার্য	pr O ch a r j O	native
প্রচ্ছন্ন	pr O ch chh o nn O	native
প্রজত্ন	pr O j o t n O	native
প্রজননকেন্দ্র	pr O j o n o n k e ndr O	compound
প্রজননক্ষেত্র	pr O j o n o n o kh e tr O	tatsama
প্রজননস্বাস্থ্য	pr O j o n O n sh a s th O	tatsama
প্রজন্ম	pr O j o n m O	native
প্রজাতন্ত্র	pr O j a t o n t r O	native
প্রজাস্বত্ব	pr O j a sh o tt O	tatsama
প্রজুক্ত	pr O j u kt O	native
প্রজুক্তিজ্ঞানসম্পন্ন	pr O j u kt i j ny a n sh o mp o nn O	tatsama
প্রজুক্তিপন্য	pr O j u kt i p o n n O	compound
প্রজুক্তিসংক্রান্ত	pr O j u kt i sh o ng kr a nt o	compound
প্রজুক্তিসংশ্লিশ্ট	pr O j u kt i sh o ng sh l i sh Th o	compound
প্রজুক্তিসমৃদ্ধ	pr O j u kt i sh o m ri d dh O	tatsama
প্রজুক্তিসম্পন্ন	pr O j u kt i sh o mp o nn O	compound
প্রজেক্ট	pr O j e k T	loanword
প্রজোজ্য	pr O j O j j O	native
প্রজ্ঞানানন্দ	pr O g g a n a n o nd O	tatsama
প্রটেক্ট	pr O T e k T	native
প্রডাক্ট	pr O D a k T	native
প্রতপ্ত	pr O t o p t O	native
প্রতর্ক	pr O t o r k o	native
প্রতাপাদিত্য	pr O t a p a d i t t O	native
প্রতারকচক্র	pr O t a r o k ch o kr O	native
প্রতারনাপুর্ন	pr O t a r o n a p u r n O	compound
প্রতিকর্ম	pr O t i k o r m O	native
প্রতিকর্ষ	pr O t i k o r sh O	tatsama
প্রতিচিত্র	pr O t i ch i tr O	native
প্রতিজোগিতাপুর্ন	pr O t i j O g i t a p u r n O	compound
প্রতিজোগিতাবিরুদ্ধ	pr O t i j O g i t a b i r u d dh O	tatsama
প্রতিজ্ঞ	pr O t i g g O	tatsama
প্রতিজ্ঞাবদ্ধ	pr O t i g g a b o d dh O	tatsama
প্রতিদত্ত	pr O t i d o tt O	native
প্রতিদিশ্ট	pr O t i d i sh T O	native
প্রতিদ্বন্দ্বিতাপুর্ন	pr O t i d d O nd i t a p u r n O	compound
প্রতিনিধিত্ব	pr O t i n i dh i tt O	tatsama
প্রতিনিবৃত্ত	pr O t i n i b ri tt O	tatsama
প্রতিপক্ষ	pr O t i p o kkh O	tatsama
প্রতিপন্ন	pr O t i p o nn O	native
প্রতিপাদ্য	pr O t i p a d d O	native
প্রতিবন্ধিত্ব	pr O t i b o ndh i tt O	tatsama
প্রতিবাদপত্র	pr O t i b a d p o tr O	native
প্রতিবিম্ব	pr O t i b i mb O	native
প্রতিবেদনসংক্রান্ত	pr O t i b e d o n sh o ng kr a nt O	compound
প্রতিমুহুর্ত	pr O t i m u h u r t O	native
প্রতিরক্ষাসংশ্লিশ্ট	pr O t i r o kkh a sh o ng sh l i sh T o	tatsama
প্রতিরুদ্ধ	pr O t i r u d dh O	tatsama
প্রতিরোধজুদ্ধ	pr O t i r O dh j u d dh O	tatsama
প্রতিরোধজোগ্য	pr O t i r O dh j O g g O	compound
প্রতিরোধযোগ্য	pr O t i r O dh j O g g O	native
প্রতিরোধসংক্রান্ত	pr O t i r O dh sh o ng kr a nt O	compound
প্রতিশব্দ	pr O t i sh o b d O	native
প্রতিশিদ্ধ	pr O t i sh i d dh o	tatsama
প্রতিশ্টম্ভ	pr O t i sh T o m bh O	native
প্রতিশ্ঠালগ্ন	pr O t i sh Th a l o g n O	compound
প্রতিশ্রুতিবদ্ধ	pr O t i s r u t i b o d dh O	tatsama
প্রতিসর্গ	pr O t i sh o r g O	native
প্রতিস্থাপনজোগ্য	pr O t i sth a p o n j O g g O	compound
প্রতিহার্য	pr O t i h a r j O	native
প্রত্ন	pr O t n O	native
প্রত্নতত্ত্ব	pr O t n O t o t t O	tatsama
প্রত্য	pr O t t O	native
প্রত্যক্ষ	pr O t t O kkh O	tatsama
প্রত্যন্ত	pr O t t o nt O	native
প্রত্যর্পনজোগ্য	pr O t t O r p o n j O g g O	compound
প্রত্যাসন্ন	pr O t t a sh o nn O	native
প্রত্যাহারজোগ্য	pr O t t a h a r j O g g O	compound
প্রত্যাহারসংক্রান্ত	pr O t t a h a r sh o ng kr a nt O	compound
প্রত্যুৎপন্ন	pr O t t u t p o nn O	native
প্রত্যয়দিপ্ত	pr O t t O y d i p t O	native
প্রত্যয়নপত্র	pr O t t O y n p o tr O	native
প্রথমপত্র	pr O th O m p o tr O	native
প্রথমার্ধ	pr O th O m a r dh O	native
প্রথমোক্ত	pr O th O m O kt O	native
প্রথাবদ্ধ	pr O th a b o d dh O	tatsama
প্রথাসিদ্ধ	pr O th a sh i d dh O	tatsama
প্রদত্ত	pr O d o tt O	native
প্রদানকেন্দ্র	pr O d a n k e ndr O	compound
প্রদানসংক্রান্ত	pr O d a n o sh o ng kr a nt O	compound
প্রদিপ্ত	pr O d i p t O	native
প্রদিশ্ট	pr O d i sh T O	native
প্রদুশ্ট	pr O d u sh T	native
প্রদৃপ্ত	pr O d ri p t O	tatsama
প্রদ্যুম্ন	pr O d u m n O	native
প্রধানমন্ত্রিত্ব	pr O dh a n m O nt ri t t O	tatsama
প্রধান্য	pr O dh a n n O	native
প্রনশ্ট	pr O n o sh T O	native
প্রনিধানজোগ্য	pr O n i dh a n j O g g O	compound
প্রনয়নসংক্রান্ত	pr O n o y o n sh o ng kr a nt O	compound
প্রপঞ্চ	pr O p o nch O	tatsama
প্রপন্ন	pr O p o nn O	native
প্রপোউত্র	pr O p O u tr O	native
প্রফুল্ল	pr O ph u l l O	native
প্রফুল্লচন্দ্র	pr O ph u l l O ch o ndr O	compound
প্রবন্ধ	pr O b O ndh O	tatsama
প্রবন্ধগ্রন্থ	pr O b o ndh O gr O n th O	compound
প্রবর্ত	pr O b o r t O	native
প্রবিশ্ট	pr O b i sh T O	native
প্রবিষ্ট	pr O b i shT O	tatsama
প্রবুদ্ধ	pr O b u d dh O	tatsama
প্রবৃত্ত	pr O b ri tt O	tatsama
প্রবৃদ্ধ	pr O b ri d dh O	tatsama
প্রবেশপত্র	pr O b e sh p o tr O	native
প্রবেশমুল্য	pr O b e sh m u l l O	native
প্রভাবমুক্ত	pr O bh a b m u kt O	native
প্রভিডেন্ট	pr O bh i D e n T	loanword
প্রভিডেন্স	pr O bh i D e n s	loanword
প্রভিন্ন	pr O bh i nn O	native
প্রভিন্স	pr O bh i n s	loanword
